回答日,名前,年齢,性別,お住まいの地域,食事は１日平均何回ですか,毎朝朝食をとりますか,睡眠時間は平均どのくらいですか,健康には気を使うほうですか,健康食品を利用していますか,最も利用している健康食品の商品名を記入してください,サプリメントは利用しますか,意識して摂取している栄養成分を複数選択してください_亜鉛,意識して摂取している栄養成分を複数選択してください_カルシウム,意識して摂取している栄養成分を複数選択してください_鉄,意識して摂取している栄養成分を複数選択してください_銅,意識して摂取している栄養成分を複数選択してください_マグネシウム,意識して摂取している栄養成分を複数選択してください_ナイアシン,意識して摂取している栄養成分を複数選択してください_パントテン酸,意識して摂取している栄養成分を複数選択してください_ビオチン,意識して摂取している栄養成分を複数選択してください_ビタミンＡ,意識して摂取している栄養成分を複数選択してください_β－カロテン（ビタミンＡの前駆体）,意識して摂取している栄養成分を複数選択してください_ビタミンＢ1,意識して摂取している栄養成分を複数選択してください_ビタミンＢ2,意識して摂取している栄養成分を複数選択してください_ビタミンＢ6,意識して摂取している栄養成分を複数選択してください_ビタミンＢ12,意識して摂取している栄養成分を複数選択してください_ビタミンＣ,意識して摂取している栄養成分を複数選択してください_ビタミンＤ,意識して摂取している栄養成分を複数選択してください_ビタミンＥ,意識して摂取している栄養成分を複数選択してください_葉酸,意識して摂取している栄養成分を複数選択してください_その他
2008/11/03 02:24:52.639,坂爪 竜,13,男性,兵庫県,3回,はい,3時間～5時間未満,はい,いいえ,,いいえ,false,false,false,false,true,true,true,false,false,true,false,false,true,false,true,false,false,false,true
2010/10/08 08:36:47.228,津村 千夏,69,女性,広島県,3回,いいえ,5時間～7時間未満,はい,はい,キレアウォーター,はい,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,false,false,true,false
2009/12/30 19:35:33.120,小柳津 亮太,11,男性,宮城県,2回,はい,1時間～3時間未満,はい,いいえ,,いいえ,true,false,false,true,false,false,true,true,true,true,false,false,true,false,true,false,false,false,false
2010/02/03 20:06:47.271,木戸口 愛美,41,女性,栃木県,2回,いいえ,1時間未満,はい,いいえ,,はい,false,true,true,true,true,true,true,false,true,false,false,true,true,false,true,true,false,false,true
2010/07/20 08:10:28.512,島津 美咲,88,女性,千葉県,1回,いいえ,1時間～3時間未満,はい,いいえ,,はい,false,false,false,true,true,false,false,true,true,true,false,false,true,true,false,true,false,true,true
2011/01/19 22:46:08.751,西堀 さくら,80,女性,岩手県,2回,はい,7時間～9時間未満,はい,いいえ,,はい,true,true,false,true,false,false,true,true,false,false,false,true,true,true,false,true,true,true,false
2009/03/02 16:37:17.067,小森谷 萌,54,女性,福島県,3回,いいえ,3時間～5時間未満,はい,はい,日清おいしさプラス サイリウムコーンフレーク プレーン,はい,true,true,true,false,true,false,true,true,true,false,false,false,false,true,true,false,true,false,true
2011/03/05 11:46:54.379,伊野 亜美,35,女性,東京都,1回,いいえ,7時間～9時間未満,いいえ,いいえ,,はい,true,true,true,false,true,false,true,false,true,true,false,true,false,true,false,true,true,false,true
2011/06/08 22:31:30.730,岩本 拓哉,33,男性,三重県,3回,いいえ,5時間～7時間未満,はい,はい,和風ハンバーグ幕の内弁当,いいえ,false,false,false,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,false
2010/12/30 22:46:34.063,木幡 愛,81,女性,千葉県,3回,はい,1時間未満,いいえ,はい,日清おいしさプラス サイリウムドリンク プレーン（微糖）,いいえ,true,false,true,false,true,false,false,true,false,true,false,false,false,true,false,false,true,true,false
2010/02/01 11:06:03.396,奥本 麻衣子,17,女性,山形県,1回,いいえ,9時間以上,はい,はい,お・な・か・に　やさしくオリゴとうふ,いいえ,true,true,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,true
2010/12/27 10:23:56.381,崎山 直人,26,男性,長崎県,2回,はい,7時間～9時間未満,いいえ,はい,松谷のおみそ汁 赤だし,はい,false,false,true,false,false,false,true,false,false,false,true,true,false,true,false,true,false,false,false
2010/12/20 05:12:34.823,花本 美穂,73,女性,兵庫県,3回,いいえ,9時間以上,はい,いいえ,,はい,false,false,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,true
2011/03/27 04:29:06.460,都筑 一輝,38,男性,埼玉県,1回,いいえ,5時間～7時間未満,いいえ,はい,キリン コレステミン　レモンライム味 ８袋,はい,true,true,true,true,true,true,false,false,true,false,true,true,true,true,false,false,true,true,true
2011/01/06 21:36:17.988,戸田 千尋,79,女性,和歌山県,3回,はい,1時間～3時間未満,いいえ,はい,キシリトール・ガム,いいえ,true,true,false,true,true,false,false,false,true,false,true,false,true,true,false,false,false,false,true
2009/02/27 12:40:06.065,成岡 遙,76,女性,奈良県,1回,いいえ,9時間以上,いいえ,はい,日清おいしさプラスサイリウムファイバーゼリーもも味,はい,true,false,true,true,true,true,false,false,false,true,true,false,true,true,false,true,false,true,true
2011/09/29 02:36:24.885,加治屋 貴大,85,男性,滋賀県,4回以上,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,true,false,false,false,true,true,true,true,false,false,false,true,false,false,false,false,true,false,true
2011/07/08 18:34:46.923,金平 祐介,31,男性,東京都,4回以上,いいえ,7時間～9時間未満,いいえ,はい,ジョア 白ぶどう,はい,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false
2010/07/14 23:25:06.945,斉藤 遥,47,女性,富山県,1回,いいえ,5時間～7時間未満,はい,いいえ,,いいえ,false,true,true,false,false,true,false,false,true,true,true,true,false,true,false,false,true,true,false
2010/02/24 15:35:47.473,桧山 奈々,34,女性,鳥取県,2回,はい,3時間～5時間未満,はい,いいえ,,はい,false,true,true,false,false,true,false,true,false,true,false,false,false,true,true,true,false,false,true
2011/06/07 02:24:06.704,祖父江 麻美,10,女性,和歌山県,2回,はい,1時間未満,いいえ,はい,アサヒ　パワーゴールド,はい,false,false,true,false,false,false,false,true,true,true,false,false,false,false,true,false,true,false,true
2011/08/28 06:59:38.578,徳原 翼,53,男性,青森県,1回,はい,7時間～9時間未満,はい,いいえ,,いいえ,false,false,false,true,false,true,false,true,false,true,false,true,false,true,true,true,false,true,false
2009/11/25 21:20:36.149,伏木 彩花,25,女性,沖縄県,2回,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,false,true,true,false,false,true,true,true,true,false,false,true,false,false,true,false,false,false,true
2010/01/26 12:10:13.440,棚原 竜,11,男性,滋賀県,4回以上,はい,3時間～5時間未満,はい,いいえ,,はい,true,true,false,false,false,true,false,true,true,true,false,true,false,false,true,true,true,true,true
2009/08/11 03:05:37.079,藤根 遙,12,女性,宮城県,2回,はい,1時間未満,いいえ,はい,クラッシュタイプの蒟蒻畑ライト,はい,true,true,false,false,false,true,true,false,false,true,false,false,true,false,false,true,true,true,false
2009/01/15 01:01:16.023,石見 里奈,28,女性,山口県,2回,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,false,true,true,true,true,false,false,true,true,false,true,true,false,false,false,false,true,true,true
2010/07/17 02:39:02.139,古池 優,23,男性,大分県,1回,いいえ,1時間未満,はい,いいえ,,いいえ,true,true,true,false,true,false,false,false,true,false,true,false,false,false,true,true,true,true,false
2009/06/25 14:24:42.726,三室 裕子,26,女性,沖縄県,2回,いいえ,1時間未満,いいえ,いいえ,,はい,false,true,true,true,false,false,false,true,true,true,true,false,false,true,true,false,true,true,true
2011/08/30 03:28:39.761,真部 和也,88,男性,石川県,2回,いいえ,5時間～7時間未満,いいえ,はい,ジョア　白ぶどう,はい,false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true
2009/04/17 20:41:47.096,奈須 美咲,25,女性,和歌山県,3回,いいえ,9時間以上,はい,いいえ,,いいえ,true,true,false,false,false,true,true,true,false,true,true,false,false,true,true,false,false,false,true
2009/01/28 14:09:34.135,早田 翔太,51,男性,秋田県,2回,はい,5時間～7時間未満,いいえ,はい,おなか活力タブレット,いいえ,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,false,false
2010/05/09 16:20:13.123,辻本 詩織,15,女性,石川県,3回,はい,9時間以上,いいえ,いいえ,,いいえ,false,false,false,false,false,true,true,true,true,true,false,false,false,false,true,true,true,true,true
2010/03/08 07:36:14.240,寺谷 駿,10,男性,京都府,1回,はい,7時間～9時間未満,はい,いいえ,,はい,true,false,false,true,false,false,true,true,true,false,false,false,true,false,false,false,false,true,false
2011/01/04 15:55:52.954,市橋 優太,18,男性,岩手県,2回,はい,1時間未満,いいえ,はい,リカルデント,いいえ,true,true,false,true,true,true,false,true,false,true,true,true,false,false,true,true,false,true,false
2008/12/30 03:36:41.398,安楽 菜摘,16,女性,徳島県,1回,はい,7時間～9時間未満,はい,いいえ,,いいえ,true,false,true,false,true,true,false,true,false,false,true,false,true,true,false,true,false,false,true
2008/11/17 08:58:39.787,横手 彩花,54,女性,佐賀県,2回,いいえ,1時間～3時間未満,はい,はい,オリゴ2400,はい,false,false,true,true,false,false,false,true,true,true,false,true,true,false,true,false,true,true,false
2009/06/27 11:05:40.495,秋元 翔,25,男性,神奈川県,1回,いいえ,7時間～9時間未満,はい,はい,エージーエフ ビタホット,いいえ,true,false,true,true,true,false,true,false,true,true,true,true,false,true,false,false,true,true,false
2010/01/30 22:03:18.024,金川 七海,75,女性,岐阜県,2回,いいえ,3時間～5時間未満,いいえ,いいえ,,はい,true,false,true,true,false,false,false,false,true,true,false,true,false,true,true,true,false,true,true
2011/03/07 17:57:12.018,清岡 彩,27,女性,静岡県,3回,いいえ,5時間～7時間未満,いいえ,はい,日清おいしさプラス　サイリウムヌードル,はい,false,true,false,false,true,true,false,false,true,true,false,true,false,false,true,false,true,false,false
2009/01/18 12:09:19.695,和島 直人,24,男性,岩手県,2回,はい,5時間～7時間未満,はい,いいえ,,いいえ,true,true,true,true,false,true,true,false,true,true,false,false,true,false,true,false,false,false,true
2010/07/18 21:19:23.256,下山田 駿,24,男性,秋田県,1回,はい,7時間～9時間未満,はい,はい,キシリトール・ガム,はい,false,false,true,false,false,true,true,false,true,false,true,true,false,true,true,false,true,false,true
2008/11/09 13:34:09.215,高嶋 あゆみ,48,女性,三重県,1回,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,false,false,false,true,false,true,true,true,true,false,true,true,false,false,false,false,true,false,true
2010/11/08 14:41:43.880,楠原 萌,29,女性,青森県,2回,いいえ,9時間以上,はい,いいえ,,いいえ,false,true,true,true,false,true,false,false,false,false,true,false,true,false,true,false,true,false,false
2011/03/19 16:24:01.315,田鍋 あゆみ,42,女性,青森県,3回,いいえ,1時間～3時間未満,いいえ,はい,キシリトール・ガム,いいえ,false,false,false,true,false,true,false,false,true,true,false,true,false,true,true,false,false,true,true
2010/03/27 12:58:55.716,内野 竜,90,男性,滋賀県,2回,はい,5時間～7時間未満,いいえ,いいえ,,はい,true,true,false,true,true,true,false,false,true,false,false,true,true,true,false,false,true,false,true
2010/02/18 13:36:14.907,広畑 桃子,32,女性,北海道,2回,いいえ,3時間～5時間未満,いいえ,いいえ,,はい,true,false,true,false,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true
2010/06/14 09:38:31.461,黒宮 楓,20,女性,福岡県,3回,はい,1時間未満,いいえ,はい,コレカットライト,いいえ,true,false,false,true,true,false,true,false,false,true,false,false,false,true,true,false,true,true,true
2010/07/06 13:45:20.500,石尾 明日香,58,女性,茨城県,3回,いいえ,7時間～9時間未満,いいえ,いいえ,,はい,true,false,false,true,true,true,false,false,true,true,true,true,false,true,false,true,false,true,false
2009/04/14 16:12:41.280,金山 大輝,72,男性,群馬県,3回,いいえ,9時間以上,はい,はい,ジョアプレーン,はい,false,true,true,false,false,true,true,false,true,false,false,true,false,false,true,true,false,true,true
2010/05/25 10:34:45.441,岡沢 涼太,65,男性,大分県,2回,はい,3時間～5時間未満,いいえ,いいえ,,いいえ,true,false,true,false,true,true,false,true,false,true,true,false,true,true,true,true,false,true,false
2010/03/01 18:21:36.242,村島 徹,50,男性,島根県,1回,はい,9時間以上,いいえ,いいえ,,はい,true,true,false,true,true,true,false,false,true,false,false,true,true,true,true,false,false,true,false
2008/11/03 08:42:34.433,玉野 洋平,63,男性,愛媛県,4回以上,はい,1時間～3時間未満,いいえ,はい,ぴゅあオリゴ顆粒,はい,true,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,true,true,false
2009/08/06 07:41:44.044,小崎 直人,14,男性,愛知県,3回,いいえ,9時間以上,いいえ,いいえ,,はい,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,true,false,true
2011/06/19 07:23:39.500,植村 優花,17,女性,鳥取県,4回以上,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,true,false,false,true,true,false,false,true,true,true,false,true,false,true,false,true,false,true,true
2009/03/20 09:51:38.099,新野 玲奈,19,女性,広島県,4回以上,はい,1時間～3時間未満,はい,はい,ミキ グルコエイドK,はい,false,true,false,true,true,true,false,true,false,true,false,false,false,true,false,true,false,false,true
2010/02/17 04:55:17.678,粉川 麻衣子,32,女性,熊本県,1回,はい,3時間～5時間未満,いいえ,いいえ,,いいえ,false,true,true,false,false,false,false,false,false,true,false,true,true,true,false,false,true,true,true
2009/11/23 22:15:55.591,下瀬 あゆみ,77,女性,富山県,4回以上,はい,5時間～7時間未満,はい,いいえ,,はい,true,true,false,false,true,false,false,true,true,false,false,true,false,true,true,true,false,false,true
2010/01/11 02:28:13.082,羽柴 陸,61,男性,愛知県,2回,いいえ,9時間以上,はい,はい,日清おいしさプラスキトサンヌードル,はい,true,true,false,false,true,true,false,true,false,true,false,false,true,false,true,true,true,false,true
